"Symbol","Name","Sector"
"RDVT","Red Violet Inc","Industrials","Equity"
"REAL","The Realreal Inc","Consumer Discretionary","Equity"
"REFT","Research Front Inc","Information Technology","Equity"
"REGI","Renewable Energy Inc","Energy","Equity"
"REPH","Recro Pharma Inc","Health Care","Equity"
"REPL","Replimune Group Inc","Health Care","Equity"
"RESI","Front Yard Residential Corp","Real Estate","Equity"
"RESN","Resonant Inc","Information Technology","Equity"
"RES","RPC Inc","Energy","Equity"
"REVG","Reb Group Inc","Industrials","Equity"
"REV","Revlon Inc Class A","Consumer Staples","Equity"
"REX","Rex American Resources Corp","Energy","Equity"
"REZI","Resideo Technologies Inc","Industrials","Equity"
"RFL","Rafael Holdings Inc Class B","Real Estate","Equity"
"RGCO","RGC Resources Inc","Utilities","Equity"
"RGNX","Regenxbio Inc","Health Care","Equity"
"RGNX","Regenxbio Inc","Health Care","Equity"
"RGP","Resources Connection Inc","Industrials","Equity"
"RGR","Sturm Ruger Inc","Consumer Discretionary","Equity"
"RGS","Regis Corp","Consumer Discretionary","Equity"
"RHP","Ryman Hospitality Properties REIT","Real Estate","Equity"
"RH","RH","Consumer Discretionary","Equity"
"RICK","RCI Hospitality Holdings Inc","Consumer Discretionary","Equity"
"RIGL","Rigel Pharmaceuticals Inc","Health Care","Equity"
"RIG","Transocean Ltd","Energy","Equity"
"RILY","B Riley Financial Inc","Financials","Equity"
"RLGT","Radiant Logistic Inc","Industrials","Equity"
"RLGY","Realogy Holdings Corp","Real Estate","Equity"
"RLI","RLI Corp","Financials","Equity"
"RLJ","RLJ Lodging Trust REIT","Real Estate","Equity"
"RLMD","Relmada Therapeutics Inc","Health Care","Equity"
"RMAX","Re Max Holdings Inc Class A","Real Estate","Equity"
"RMBI","Richmond Mututal Bancorporation Inc","Financials","Equity"
"RMBS","Rambus Inc","Information Technology","Equity"
"RMNI","Rimini Street Inc","Information Technology","Equity"
"RM","Regional Management Corp","Financials","Equity"
"RMR","RMR Group Inc Class A","Real Estate","Equity"
"RMTI","Rockwell Medical Inc","Health Care","Equity"
"RNST","Renasant Corp","Financials","Equity"
"ROAD","Construction Partners Inc Class A","Industrials","Equity"
"ROCK","Gibraltar Industries Inc","Industrials","Equity"
"ROG","Rogers Corp","Information Technology","Equity"
"ROIC","Retail Opportunity Investments REI","Real Estate","Equity"
"ROLL","RBC Bearings Inc","Industrials","Equity"
"RPAI","Retail Properties of America REIT","Real Estate","Equity"
"RPAY","Repay Holdings Corp Class A","Information Technology","Equity"
"RPD","Rapid7 Inc","Information Technology","Equity"
"RPT","RPT Realty","Real Estate","Equity"
"RRBI","Red River Bancshares Inc","Financials","Equity"
"RRC","Range Resources Corp","Energy","Equity"
"RRC","Range Resources Corp","Energy","Equity"
"RRGB","Red Robin Gourmet Burgers Inc","Consumer Discretionary","Equity"
"RRR","Red Rock Resorts Ors Class A Inc","Consumer Discretionary","Equity"
"RST","Rosetta Stone Inc","Information Technology","Equity"
"RTIX","RTI Surgical Holdings Inc","Health Care","Equity"
"RTRX","Retrophin Inc","Health Care","Equity"
"RUBI","Rubicon Project Inc","Consumer Discretionary","Equity"
"RUBY","Rubius Therapeutics Inc","Health Care","Equity"
"RUN","Sunrun Inc","Industrials","Equity"
"RUSHA","Rush Enterprises Inc Class A","Industrials","Equity"
"RUSHB","Rush Enterprises Inc Class B","Industrials","Equity"
"RUTH","Ruths Hospitality Group Inc","Consumer Discretionary","Equity"
"RVI","Retail Value Inc","Real Estate","Equity"
"RVMD","Revolution Medicines Inc","Health Care","Equity"
"RVNC","Revance Therapeutics Inc","Health Care","Equity"
"RVP","Retractable Technologies Inc","Health Care","Equity"
"RVSB","Riverview Bancorp Inc","Financials","Equity"
"RWT","Redwood Trust Reit Inc","Financials","Equity"
"RXN","Rexnord Corp","Industrials","Equity"
"RYAM","Rayonier Advanced Materials Inc","Materials","Equity"
"RYI","Ryerson Holding Corp","Materials","Equity"
"RYTM","Rhythm Pharmaceuticals Inc","Health Care","Equity"
"SAFE","Safehold Inc","Real Estate","Equity"
"SAFM","Sanderson Farms Inc","Consumer Staples","Equity"
"SAFT","Safety Insurance Group Inc","Financials","Equity"
"SAH","Sonic Automotive Inc Class A","Consumer Discretionary","Equity"
"SAIA","Saia Inc","Industrials","Equity"
"SAIL","Sailpoint Technologies Holdings Inc","Information Technology","Equity"
"SAL","Salisbury Bancorp Inc","Financials","Equity"
"SALT","Scorpio Bulkers Inc","Industrials","Equity"
"SAMG","Silvercrest Asset Management Group","Financials","Equity"
"SANM","Sanmina Corp","Information Technology","Equity"
"SASR","Sandy Spring Bancorp Inc","Financials","Equity"
"SAVA","Cassava Sciences Inc","Health Care","Equity"
"SAVE","Spirit Airlines Inc","Industrials","Equity"
"SBBP","Strongbridge Biopharma","Health Care","Equity"
"SBBX","SB One Bancorp","Financials","Equity"
"SBCF","Seacoast Banking of Florida","Financials","Equity"
"SBFG","SB Financial Group Inc","Financials","Equity"
"SBGI","Sinclair Broadcast Group Inc Class","Communication","Equity"
"SBH","Sally Beauty Holdings Inc","Consumer Discretionary","Equity"
"SBRA","Sabra Health Care REIT Inc","Real Estate","Equity"
"SB","Safe Bulkers Inc","Industrials","Equity"
"SBSI","Southside Bancshares Inc","Financials","Equity"
"SBT","Sterling Bancorp Inc","Financials","Equity"
"SCHL","Scholastic Corp","Communication","Equity"
"SCHN","Schnitzer Steel Industries Inc CLA","Materials","Equity"
"SCL","Stepan","Materials","Equity"
"SCOR","Comscore Inc","Communication","Equity"
"SCPH","SCPharmaceuticals Inc","Health Care","Equity"
"SCSC","Scansource Inc","Information Technology","Equity"
"SCS","Steelcase Inc Class A","Industrials","Equity"
"SCU","Sculptor Capital Management Inc Cl","Financials","Equity"
"SCVL","Shoe Carnival Inc","Consumer Discretionary","Equity"
"SCWX","Secureworks Class A Corp:","Information Technology","Equity"
"SDGR","Schrodinger Inc","Health Care","Equity"
"SEAC","Seachange International Inc","Information Technology","Equity"
"SEAS","Seaworld Entertainment Inc","Consumer Discretionary","Equity"
"SELB","Selecta Biosciences Inc","Health Care","Equity"
"SEM","Select Medical Holdings Corp","Health Care","Equity"
"SENEA","Seneca Foods Corp Class A","Consumer Staples","Equity"
"SFBS","Servisfirst Bancshares Inc","Financials","Equity"
"SFE","Safeguard Scientifics Inc","Financials","Equity"
"SFIX","Stitch Fix Inc Class A","Consumer Discretionary","Equity"
"SFL","SFL Ltd","Energy","Equity"
"SFNC","Simmons First National Corp Class","Financials","Equity"
"SF","Stifel Financial Corp","Financials","Equity"
"SFST","Southern First Bancshares Inc","Financials","Equity"
"SGA","Saga Communications Inc Class A","Communication","Equity"
"SGC","Superior Group of Companies Inc","Consumer Discretionary","Equity"
"SGH","Smart Global Holdings Inc","Information Technology","Equity"
"SGMO","Sangamo Therapeutics Inc","Health Care","Equity"
"SGMS","Scientific Games Corp","Consumer Discretionary","Equity"
"SGRY","Surgery Partners Inc","Health Care","Equity"
"SHAK","Shake Shack Inc Class A","Consumer Discretionary","Equity"
"SHBI","Shore Bancshares Inc","Financials","Equity"
"SHEN","Shenandoah Telecommunications","Communication","Equity"
"SHOO","Steve Madden LTD","Consumer Discretionary","Equity"
"SHO","Sunstone Hotel Investors REIT Inc","Real Estate","Equity"
"SHYF","Shyft Group Inc","Industrials","Equity"
"SIBN","Si Bone Inc","Health Care","Equity"
"SIEB","Siebert Financial Corp","Financials","Equity"
"SIEN","Sientra Inc","Health Care","Equity"
"SIGA","Siga Technologies Inc","Health Care","Equity"
"SIGI","Selective Insurance Group Inc","Financials","Equity"
"SIG","Signet Jewelers Ltd","Consumer Discretionary","Equity"
"SILK","Silk Road Medical Inc","Health Care","Equity"
"SI","Silvergate Capital Corp","Financials","Equity"
"SITC","Site Centers Corp","Real Estate","Equity"
"SITE","Siteone Landscape Supply Inc","Industrials","Equity"
"SITM","Sitime Corp","Information Technology","Equity"
"SJI","S Jersey Inds Inc","Utilities","Equity"
"SJW","SJW Group","Utilities","Equity"
"SKT","Tanger Factory Outlet Centers Reit","Real Estate","Equity"
"SKY","Skyline Champion Corp","Consumer Discretionary","Equity"
"SKYW","Skywest Inc","Industrials","Equity"
"SLAB","Silicon Laboratories Inc","Information Technology","Equity"
"SLCA","US Silica Holdings Inc","Energy","Equity"
"SLCT","Select Bancorp Inc","Financials","Equity"
"SLDB","Solid Biosciences Inc","Health Care","Equity"
"SLNO","Soleno Therapeutics Inc","Health Care","Equity"
"SLP","Simulations Plus Inc","Health Care","Equity"
"SMBC","Southern Missouri Bancorp Inc","Financials","Equity"
"SMBK","Smartfinancial Inc","Financials","Equity"
"SMCI","Super Micro Computer Inc","Information Technology","Equity"
"SMED","Sharps Compliance Corp","Health Care","Equity"
"SMMF","Summit Financial Group Inc","Financials","Equity"
"SMPL","The Simply Good Foods Company","Consumer Staples","Equity"
"SMP","Standard Motor Products Inc","Consumer Discretionary","Equity"
"SMSI","Smith Micro Software Inc","Information Technology","Equity"
"SM","SM Energy","Energy","Equity"
"SMTC","Semtech Corp","Information Technology","Equity"
"SNBR","Sleep Number Corp","Consumer Discretionary","Equity"
"SNCR","Synchronoss Technologies Inc","Information Technology","Equity"
"SNDX","Syndax Pharmaceuticals Inc","Health Care","Equity"
"SNFCA","Security National Financial Corp C","Financials","Equity"
"SNR","New Senior Investment Group Inc","Real Estate","Equity"
"SOI","Solaris Oilfield Infrastructure In","Energy","Equity"
"SOLY","Soliton Inc","Health Care","Equity"
"SONA","Southern National Bancorp of Virgi","Financials","Equity"
"SONO","Sonos Inc","Consumer Discretionary","Equity"
"SPFI","South Plains Financial Inc","Financials","Equity"
"SPKE","Spark Energy Inc Class A","Utilities","Equity"
"SPNE","Seaspine Holdings Corp","Health Care","Equity"
"SPNS","Sapiens International NV","Information Technology","Equity"
"SPOK","Spok Holdings Inc","Communication","Equity"
"SPPI","Spectrum Pharmaceuticals Inc","Health Care","Equity"
"SPRO","Spero Therapeutics Inc","Health Care","Equity"
"SPSC","SPS Commerce Inc","Information Technology","Equity"
"SP","SP Plus Corp","Industrials","Equity"
"SPTN","Spartannash","Consumer Staples","Equity"
"SPT","Sprout Social Inc Class A","Information Technology","Equity"
"SPWH","Sportsman Warehouse Holdings Inc","Consumer Discretionary","Equity"
"SPWR","Sunpower Corp","Information Technology","Equity"
"SPXC","SPX Corp","Industrials","Equity"
"SRCE","1st Source Corp","Financials","Equity"
"SRDX","Surmodics Inc","Health Care","Equity"
"SREV","Servicesource International Inc","Information Technology","Equity"
"SRG","Seritage Growth Properties CLA","Real Estate","Equity"
"SRI","Stoneridge Inc","Consumer Discretionary","Equity"
"SRNE","Sorrento Therapeutics Inc","Health Care","Equity"
"SRRK","Scholar Rock Holding Corp","Health Care","Equity"
"SR","Spire Inc","Utilities","Equity"
"SRT","Startek Inc","Information Technology","Equity"
"SSB","South State Corp","Financials","Equity"
"SSD","Simpson Manufacturing Inc","Industrials","Equity"
"SSP","EW Scripps Class A","Communication","Equity"
"SSTI","Shotspotter Inc","Information Technology","Equity"
"SSTK","Shutterstock Inc","Consumer Discretionary","Equity"
"STAA","Staar Surgical","Health Care","Equity"
"STAG","Stag Industrial REIT Inc","Real Estate","Equity"
"STAR","Istar Reit Inc","Real Estate","Equity"
"STBA","S and T Bancorp Inc","Financials","Equity"
"STC","Stewart Info Services Corp","Financials","Equity"
"STFC","State Auto Financial Corp","Financials","Equity"
"STMP","Stamps.com Inc","Consumer Discretionary","Equity"
"STND","Standard Financial Corp","Financials","Equity"
"STNG","Scorpio Tankers Inc","Energy","Equity"
"STOK","Stoke Therapeutics Inc","Health Care","Equity"
"STRA","Strategic Education Inc","Consumer Discretionary","Equity"
"STRL","Sterling Contruction Inc","Industrials","Equity"
"STRO","Sutro Biopharma Inc","Health Care","Equity"
"STRS","Stratus Properties Inc","Real Estate","Equity"
"STSA","Satsuma Pharmaceuticals Inc","Health Care","Equity"
"STXB","Spirit of Texas Bancshares","Financials","Equity"
"STXS","Stereotaxis Inc","Health Care","Equity"
"SUM","Summit Materials Inc Class A","Materials","Equity"
"SUPN","Supernus Pharmaceuticals Inc","Health Care","Equity"
"SVC","Service Properties Trust","Real Estate","Equity"
"SVMK","SVMK Inc","Information Technology","Equity"
"SVRA","Savara Inc","Health Care","Equity"
"SWAV","Shockwave Medical Inc","Health Care","Equity"
"SWBI","Smith Wesson Brands Inc","Consumer Discretionary","Equity"
"SWKH","SWK Holdings cor","Financials","Equity"
"SWM","Schweitzer Mauduit International","Materials","Equity"
"SWN","Southwestern Energy","Energy","Equity"
"SWTX","Springworks Therapeutics Inc","Health Care","Equity"
"SWX","Southwest Gas Holdings Inc","Utilities","Equity"
"SXC","Suncoke Energy Inc","Materials","Equity"
"SXI","Standex International Corp","Industrials","Equity"
"SXT","Sensient Technologies Corp","Materials","Equity"
"SYBT","Stock Yards Bancorp Inc","Financials","Equity"
"SYKE","Sykes Enterprises Inc","Information Technology","Equity"
"SYNA","Synaptics Inc","Information Technology","Equity"
"SYRS","Syros Pharmaceuticals Inc","Health Care","Equity"
"SYX","Systemax Inc","Industrials","Equity"
"TACO","Del Taco Restaurants Inc","Consumer Discretionary","Equity"
"TALO","Talos Energy Inc","Energy","Equity"
"TARA","Protara Therapeutics Inc","Health Care","Equity"
"TAST","Carrols Restarant Group Inc","Consumer Discretionary","Equity"
"TBBK","Bancorp Inc","Financials","Equity"
"TBIO","Translate Bio Inc","Health Care","Equity"
"TBI","TrueBlue Inc","Industrials","Equity"
"TBK","Triumph Bancorp Inc","Financials","Equity"
"TBNK","Territorial Bancorp Inc","Financials","Equity"
"TBPH","Theravance Biopharma Inc","Health Care","Equity"
"TCBI","Texas Capital Bancshares Inc","Financials","Equity"
"TCBK","Trico Bancshares","Financials","Equity"
"TCDA","Tricida Inc","Health Care","Equity"
"TCFC","Community Financial","Financials","Equity"
"TCI","Transcontinental Realty Investors","Real Estate","Equity"
"TCMD","Tactile Systems Technology Inc","Health Care","Equity"
"TCRR","TCR2 Therapeutics Inc","Health Care","Equity"
"TCS","Container Store Group Inc","Consumer Discretionary","Equity"
"TCX","Tucows Inc","Information Technology","Equity"
"TDW","Tidewater Inc","Energy","Equity"
"TELA","Tela Bio Inc","Health Care","Equity"
"TELL","Tellurian Inc","Energy","Equity"
"TENB","Tenable Holdings Inc","Information Technology","Equity"
"TEN","Tenneco Inc Class A","Consumer Discretionary","Equity"
"TERP","Terraform Power Inc Class A","Utilities","Equity"
"TEX","Terex Corp","Industrials","Equity"
"TGH","Textainer Group Holdings Ltd","Industrials","Equity"
"TGI","Triumph Group Inc","Industrials","Equity"
"TGNA","Tegna Inc","Communication","Equity"
"TG","Tredegar Corp","Materials","Equity"
"TGTX","TG Therapeutics Inc","Health Care","Equity"
"THC","Tenet Healthcare Corp","Health Care","Equity"
"THFF","First Financial Corporation Indian","Financials","Equity"
"THRM","Gentherm Inc","Consumer Discretionary","Equity"
"THRM","Gentherm Inc","Consumer Discretionary","Equity"
"THR","Thermon Group Holdings Inc","Industrials","Equity"
"TH","Target Hospitality Corp","Consumer Discretionary","Equity"
"TILE","Interface Inc","Industrials","Equity"
"TIPT","Tiptree Inc","Financials","Equity"
"TISI","Team Inc","Industrials","Equity"
"TITN","Titan Machinery Inc","Industrials","Equity"
"TLYS","Tillys Inc Class A","Consumer Discretionary","Equity"
"TMDX","Transmedics Group Inc","Health Care","Equity"
"TMHC","Taylor Morrison Home Corp","Consumer Discretionary","Equity"
"TMP","Tompkins Financial Corp","Financials","Equity"
"TMST","Timkensteel Corp","Materials","Equity"
"TNAV","Telenav Inc","Information Technology","Equity"
"TNC","Tennant","Industrials","Equity"
"TNET","Trinet Group Incinary","Industrials","Equity"
"TOWN","Townebank","Financials","Equity"
"TPB","Turning Point Brands Inc","Consumer Staples","Equity"
"TPCO","Tribune Publishing","Communication","Equity"
"TPC","Tutor Perini Corp","Industrials","Equity"
"TPH","Tri Pointe Group Inc","Consumer Discretionary","Equity"
"TPIC","TPI Composites Inc","Industrials","Equity"
"TPRE","Third Point Reinsurance Ltd","Financials","Equity"
"TPTX","Turning Point Therapeutics Inc","Health Care","Equity"
"TRC","Tejon Ranch","Real Estate","Equity"
"TREC","Trecora Resources","Materials","Equity"
"TRHC","Tabula Rasa Healthcare Inc","Health Care","Equity"
"TRMK","Trustmark Corp","Financials","Equity"
"TRNO","Terreno Realty REIT Corp","Real Estate","Equity"
"TRNS","Transcat Inc","Industrials","Equity"
"TROX","Tronox Holdings Plc","Materials","Equity"
"TRS","Trimas Corp","Industrials","Equity"
"TRST","Trustco Bank Corp","Financials","Equity"
"TRTN","Triton International LTD","Industrials","Equity"
"TR","Tootsie Roll Industries Inc","Consumer Staples","Equity"
"TRTX","TPG RE Finance Trues Inc","Financials","Equity"
"TRUE","Truecar Inc","Communication","Equity"
"TRUP","Trupanion","Financials","Equity"
"TRUP","Trupanion Inc","Financials","Equity"
"TRWH","Twin River Worldwide Holdings Inc","Consumer Discretionary","Equity"
"TSBK","Timberland Bancorp Inc","Financials","Equity"
"TSC","Tristate Capital Holdings Inc","Financials","Equity"
"TSE","Trinseo","Materials","Equity"
"TTEC","TTEC Holdings Inc","Information Technology","Equity"
"TTEK","Tetra Tech Inc","Industrials","Equity"
"TTGT","Techtarget Inc","Communication","Equity"
"TTMI","TTM Technologies Inc","Information Technology","Equity"
"TUP","Tupperware Brands Corp","Consumer Discretionary","Equity"
"TVTY","Tivity Health Inc","Health Care","Equity"
"TWNK","Hostess Brands Inc Class A","Consumer Staples","Equity"
"TWO","Two Harbors Investment REIT Corp","Real Estate","Equity"
"TWST","Twist Bioscience Corp","Health Care","Equity"
"TXMD","Therapeuticsmd Inc","Health Care","Equity"
"TXRH","Texas Roadhouse Inc","Consumer Discretionary","Equity"
"TYME","Tyme Technologies Inc","Health Care","Equity"
"UBA","Urstadt Biddle Properties Reit Inc","Real Estate","Equity"
"UBFO","United Security Bancshares","Financials","Equity"
"UBSI","United Bankshares Inc","Financials","Equity"
"UBX","Unity Biotechnology Inc","Health Care","Equity"
"UCBI","United Community Banks Inc","Financials","Equity"
"UCTT","Ultra Clean Holdings Inc","Information Technology","Equity"
"UEC","Uranium Energy Corp","Energy","Equity"
"UEIC","Universal Electronics Inc","Consumer Discretionary","Equity"
"UE","Urban Edge Properties","Real Estate","Equity"
"UFCS","United Fire Group Inc","Financials","Equity"
"UFI","Unifi Inc","Consumer Discretionary","Equity"
"UFPI","UFP Industries Inc","Industrials","Equity"
"UFPT","UFP Technologies Inc","Materials","Equity"
"UFS","Domtar Corp","Materials","Equity"
"UHT","Universal Health Realty Income Tru","Real Estate","Equity"
"UIHC","United Insurance Holdings Corp","Financials","Equity"
"UIS","Unisys Corp","Information Technology","Equity"
"ULBI","Ultralife Corp","Industrials","Equity"
"ULH","Universal Logistics Inc","Industrials","Equity"
"UMBF","UMB Financial Corp","Financials","Equity"
"UMH","UMH Properties Reit Inc","Real Estate","Equity"
"UNFI","United Natural Foods Inc","Consumer Staples","Equity"
"UNF","Unifirst Corp","Industrials","Equity"
"UNIT","Uniti Group Inc","Real Estate","Equity"
"UNTY","Unity Bancorp Inc","Financials","Equity"
"UPLD","Upland Software Inc","Information Technology","Equity"
"UPWK","Upwork Inc","Industrials","Equity"
"URBN","Urban Outfitters Inc","Consumer Discretionary","Equity"
"URGN","Urogen Pharma Ltd","Health Care","Equity"
"USCR","US Concrete Inc","Materials","Equity"
"USC","US Xpress Enterprises Inc Class A","Industrials","Equity"
"USLM","United States Lime and Minerals In","Materials","Equity"
"USNA","Usana Health Sciences Inc","Consumer Staples","Equity"
"USPH","US Physical Therapy Inc","Health Care","Equity"
"UTI","Universal Technical Institute Inc","Consumer Discretionary","Equity"
"UTL","Unitil Corp","Utilities","Equity"
"UTMD","Utah Medical Products Inc","Health Care","Equity"
"UUUU","Energy Fuels Inc","Energy","Equity"
"UVE","Universal Insurance Holdings Inc","Financials","Equity"
"UVSP","Univest Financial Corp","Financials","Equity"
"UVV","Universal Corp","Consumer Staples","Equity"
"VAC","Marriott Vacations Worldwide Corp","Consumer Discretionary","Equity"
"VALU","Value Line Inc","Financials","Equity"
"VAPO","Vapotherm Inc","Health Care","Equity"
"VBIV","VBI Vaccines Inc","Health Care","Equity"
"VBTX","Veritex Holdings Inc","Financials","Equity"
"VCEL","Vericel Corp","Health Care","Equity"
"VCRA","Vocera Communications Inc","Health Care","Equity"
"VC","Visteon Corp","Consumer Discretionary","Equity"
"VCYT","Veracyte Inc","Health Care","Equity"
"VECO","Veeco Instruments Inc","Information Technology","Equity"
"VEC","Vectrus Inc","Industrials","Equity"
"VERI","Vertone Inc","Information Technology","Equity"
"VERO","Venus Concept Inc","Health Care","Equity"
"VERU","Veru Inc","Consumer Staples","Equity"
"VGR","Vector Group LTD","Consumer Staples","Equity"
"VG","Vonage Holdings Corp","Communication","Equity"
"VIAV","Viavi Solutions Inc","Information Technology","Equity"
"VICR","Vicor Corp","Industrials","Equity"
"VIE","Viela Bio Inc","Health Care","Equity"
"VIR","Vir Biotechnology Inc","Health Care","Equity"
"VIVO","Meridian Bioscience Inc","Health Care","Equity"
"VKTX","Viking Therapeutics","Health Care","Equity"
"VLGEA","Village Super Market Inc Class A","Consumer Staples","Equity"
"VLY","Valley National","Financials","Equity"
"VMD","Viemed Healthcare Inc","Health Care","Equity"
"VNDA","VAnda Pharmaceuticals Inc","Health Care","Equity"
"VNRX","Volitionrx Ltd","Health Care","Equity"
"VOXX","Voxx International Corp Class A","Consumer Discretionary","Equity"
"VPG","Vishay Precision Group Inc","Information Technology","Equity"
"VRA","Vera Bradley Inc","Consumer Discretionary","Equity"
"VRAY","Viewray Inc","Health Care","Equity"
"VRCA","Verrica Pharmaceuticals Inc","Health Care","Equity"
"VREX","Varex Imaging Corp","Health Care","Equity"
"VRNS","Varonis Systems Inc","Information Technology","Equity"
"VRNT","Verint Systems Inc","Information Technology","Equity"
"VRRM","Verra Mobility Corp Class A","Information Technology","Equity"
"VRS","Verso Corp Class A","Materials","Equity"
"VRTS","Virtus Investment Partners Inc","Financials","Equity"
"VRTU","Virtusa Corp","Information Technology","Equity"
"VRTV","Veritiv Corp","Industrials","Equity"
"VSEC","VSE Corp","Industrials","Equity"
"VSH","Vishay Intertechnology Inc","Information Technology","Equity"
"VSLR","Vivint Solar Inc","Industrials","Equity"
"VSTM","Verastem Inc","Health Care","Equity"
"VSTO","Vista Outdoor Inc","Consumer Discretionary","Equity"
"VTOL","Bristow Group Inc","Energy","Equity"
"VTVT","VTV Therapeutics Inc Class A","Health Care","Equity"
"VVI","Viad Corp","Industrials","Equity"
"VVNT","Vivint Smart Home Inc Class A","Consumer Discretionary","Equity"
"VXRT","Vaxart Inc","Health Care","Equity"
"VYGR","Boyager Therapeutics Inc","Health Care","Equity"
"WABC","Westamerica Bancorporation","Financials","Equity"
"WAFD","Washington Federal Inc","Financials","Equity"
"WASH","Washington Trust Bancorp Inc","Financials","Equity"
"WBT","Welbilt Inc","Industrials","Equity"
"WCC","Wesco International Inc","Industrials","Equity"
"WDFC","WD-40","Consumer Staples","Equity"
"WDR","Waddell and Reed Financial Inc CLA","Financials","Equity"
"WD","Walker & Dunlop Inc","Financials","Equity"
"WERN","Werner Enterprises","Industrials","Equity"
"WETF","Wisdomtree Investments Inc","Financials","Equity"
"WEYS","Weyco Group Inc","Consumer Discretionary","Equity"
"WGO","Winnebago Industries Inc","Consumer Discretionary","Equity"
"WHD","Cactus Inc Class A","Energy","Equity"
"WHG","Westwood Holdings Group Inc","Financials","Equity"
"WIFI","Boingo Wireless Inc","Communication","Equity"
"WINA","Winmark Corp","Consumer Discretionary","Equity"
"WING","Wingstop Inc","Consumer Discretionary","Equity"
"WIRE","Encore Wire Corp","Industrials","Equity"
"WKHS","Workhorse Group Inc","Consumer Discretionary","Equity"
"WKHS","Workhorse Group Inc","Consumer Discretionary","Equity"
"WK","Workiva Inc Class A","Information Technology","Equity"
"WLDN","Willdan Group Inc","Industrials","Equity"
"WLFC","Willis Lease Finance Corp","Industrials","Equity"
"WLL","Whiting Petroleum Corp","Energy","Equity"
"WMC","Western Asset Mortgage Capital Rei","Financials","Equity"
"WMGI","Wright Medical Group NV","Health Care","Equity"
"WMK","Weis Markets Inc","Consumer Staples","Equity"
"WMS","Advanced Drainage Systems Inc","Industrials","Equity"
"WNC","Wabash National Corp","Industrials","Equity"
"WNEB","Western New England Bancorp Inc","Financials","Equity"
"WOR","Worthington Industries Inc","Materials","Equity"
"WOW","Wideopenwest Inc","Communication","Equity"
"WRE","Washington Real Estate Investment","Real Estate","Equity"
"WRLD","World Acceptance Corp","Financials","Equity"
"WRTC","Wrap Technologies Inc","Information Technology","Equity"
"WSBC","Wesbanco Inc","Financials","Equity"
"WSBF","Waterstone Financial Inc","Financials","Equity"
"WSC","Willscot Corp","Industrials","Equity"
"WSC","Willscot Mobile Mini Holdings Corp","Industrials","Equity"
"WSFS","WSFS Financial Corp","Financials","Equity"
"WSR","Whitestone Reit","Real Estate","Equity"
"WTBA","West Bancorporation Inc","Financials","Equity"
"WTI","W and T Offshore Inc","Energy","Equity"
"WTRE","Watford Holdings Ltd","Financials","Equity"
"WTRH","Waitr Holdings Inc","Consumer Discretionary","Equity"
"WTS","Watts Water Technologies Inc Class","Industrials","Equity"
"WTTR","Select Energy Services Inc Class A","Energy","Equity"
"WVE","Wave Life Sciences Ltd","Health Care","Equity"
"WW","WW International","Consumer Discretionary","Equity"
"WWW","Wolverine World Wide Inc","Consumer Discretionary","Equity"
"XAIR","Beyond Air Inc","Health Care","Equity"
"XBIT","Xbiotech Inc","Health Care","Equity"
"XCUR","Exicure Inc","Health Care","Equity"
"XENT","Intersect Ent Inc","Health Care","Equity"
"XERS","Xeris Pharmaceuticals Inc","Health Care","Equity"
"XFOR","X4 Pharmaceuticals Inc","Health Care","Equity"
"XGN","Exagen Inc","Health Care","Equity"
"XHR","Xenia Hotels Resorts Reit Inc","Real Estate","Equity"
"XNCR","Xencor Inc","Health Care","Equity"
"XOMA","Xoma Corp","Health Care","Equity"
"XONE","Exone","Industrials","Equity"
"XPEL","Xpel Inc","Consumer Discretionary","Equity"
"XPER","Xperi Holding Corp","Information Technology","Equity"
"X","US Steel Corp","Materials","Equity"
"YELP","Yelp Inc","Communications","Equity"
"YETI","Yeti Holdings Inc","Consumer Discretionary","Equity"
"YEXT","Yext Inc","Information Technology","Equity"
"YMAB","Y Mabs Therapeutics Inc","Health Care","Equity"
"YORW","York Water","Utilities","Equity"
"ZEUS","Olympic Steel Inc","Materials","Equity"
"ZGNX","Zogenix Inc","Health Care","Equity"
"ZIOP","Ziopharm Oncology Inc","Health Care","Equity"
"ZIXI","ZIX Corp","Information Technology","Equity"
"ZNTL","Zentalis Pharmaceuticals Inc","Health Care","Equity"
"ZUMZ","Zumiez Inc","Consumer Discretionary","Equity"
"ZUO","Zuora Inc Class A","Information Technology","Equity"
"ZYXI","Zynex Inc","Health Care","Equity"
