"Symbol","Name","Sector"
"CVCO","Cavco Industries Inc","Consumer Discretionary","Equity"
"CVCY","Central Valley Community Bancorp","Financials","Equity"
"CVET","Covetrus Inc","Health Care","Equity"
"CVGW","Calavo Growers Inc","Consumer Staples","Equity"
"CVI","CVR Energy Inc","Energy","Equity"
"CVLT","Commvault Systems Inc","Information Technology","Equity"
"CVLY","Codorus Valley Bancorp Inc","Financials","Equity"
"CVM","Cel Sci Corp","Health Care","Equity"
"CVTI","Covenant Transportation Group Inc","Industrials","Equity"
"CWBR","Cohbar Inc","Health Care","Equity"
"CWCO","Consolidated Water Ltd","Utilities","Equity"
"CWENA","Clearway Energy Inc Class A","Utilities","Equity"
"CWEN","Clearway Entergy Inc Class C","Utilities","Equity"
"CWH","Camping World Holdings Inc Class A","Consumer Discretionary","Equity"
"CWK","Cushman and Wakefield PLC","Real Estate","Equity"
"CWST","Casella Waste Systems Inc Class A","Industrials","Equity"
"CWT","California Water Service Group","Utilities","Equity"
"CXP","Columbia Property REIT Inc Trust","Real Estate","Equity"
"CXW","Corecivic Reit Inc","Real Estate","Equity"
"CYBE","Cyberoptics Corp","Information Technology","Equity"
"CYCN","Cyclerion Therapeutics Inc","Health Care","Equity"
"CYH","Community Health Systems Inc","Health Care","Equity"
"CYRX","Cryoport Inc","Health Care","Equity"
"CYTK","Cytokinetics Inc","Health Care","Equity"
"CZNC","Citizens and Northern Corp","Financials","Equity"
"DAKT","Daktronics Inc","Information Technology","Equity"
"DAN","Dana Incorporated Inc","Consumer Discretionary","Equity"
"DAR","Darling Ingredients Inc","Consumer Staples","Equity"
"DBCP","Delmar Bancorp","Financials","Equity"
"DBD","Diebold Nixdorf Inc","Information Technology","Equity"
"DBI","Designer Brands Inc Class A","Consumer Discretionary","Equity"
"DCO","Ducommun Inc","Industrials","Equity"
"DCOM","Dime Community Bancshares Inc","Financials","Equity"
"DCPH","Deciphera Pharmaceuticals Inc","Health Care","Equity"
"DDD","3D Systems Corp","Information Technology","Equity"
"DDS","Dillards Inc Class A","Consumer Discretionary","Equity"
"DEA","Easterly Government Properties Inc","Real Estate","Equity"
"DECK","Deckers Outdoor Corp","Consumer Discretionary","Equity"
"DENN","Dennys Corp","Consumer Discretionary","Equity"
"DFIN","Donnelley Financial Solutions Inc","Financials","Equity"
"DGICA","Donegal Group Inc Class A","Financials","Equity"
"DGII","Digi International Inc","Information Technology","Equity"
"DHC","Diversified Healthcare Trust","Real Estate","Equity"
"DHIL","Diamond Hill Investment Group Inc","Financials","Equity"
"DHT","DHT Holdings Inc","Energy","Equity"
"DHX","DHI Group Inc","Communication","Equity"
"DIN","Dine Brands Global Inc","Consumer Discretionary","Equity"
"DIOD","Diodes Inc","Information Technology","Equity"
"DJCO","Daily Journal Corp","Communication","Equity"
"DK","Delek US Holdings Inc","Energy","Equity"
"DLTH","Duluth Holdings Inc Class B","Consumer Discretionary","Equity"
"DLX","Deluxe Corp","Industrials","Equity"
"DMRC","Digimarc Corp","Information Technology","Equity"
"DMTK","Dermtech Inc","Health Care","Equity"
"DNLI","Denali Therapeutics Inc","Health Care","Equity"
"DNOW","Now Inc","Industrials","Equity"
"DOC","Physicians Realty Trust REIT","Real Estate","Equity"
"DOMO","Domo Inc Class B","Information Technology","Equity"
"DOOR","Masonite International Corp","Industrials","Equity"
"DORM","Dorman Products Inc","Consumer Discretionary","Equity"
"DRH","Diamondrock Hospitality Reit","Real Estate","Equity"
"DRNA","Dicerna Pharmaceuticals Inc","Health Care","Equity"
"DRQ","Dril Quip Inc","Energy","Equity"
"DRRX","Durect Corp","Health Care","Equity"
"DSKE","Daseke Inc","Industrials","Equity"
"DSPG","DSP Group Inc","Information Technology","Equity"
"DSSI","Diamond S Shipping Inc","Energy","Equity"
"DTIL","Precision Biosciences Inc","Health Care","Equity"
"DVAX","Dynavax Technologies Corp","Health Care","Equity"
"DX","Dynex Capital Reit Inc","Financials","Equity"
"DXPE","DXP Enterprises Inc","Industrials","Equity"
"DYAI","Dyadic International Inc","Health Care","Equity"
"DY","Dycom Industries Inc","Industrials","Equity"
"DZSI","Dasan Zone Solutions Inc","Information Technology","Equity"
"EARN","Ellington Residential Mortgage Rei","Financials","Equity"
"EAT","Brinker International Inc","Consumer Discretionary","Equity"
"EB","Eventbrite Class A Inc","Communication","Equity"
"EBF","Ennis Inc","Industrials","Equity"
"EBIX","Ebix Inc","Information Technology","Equity"
"EBMT","Eagle Bancorp Montana Inc","Financials","Equity"
"EBSB","Meridian Bancorp Inc","Financials","Equity"
"EBS","Emergent Biosolutions Inc","Health Care","Equity"
"EBTC","Enterprise Bancorp Inc","Financials","Equity"
"ECHO","Echo Global Logistics Inc","Industrials","Equity"
"ECOL","US Ecology Inc","Industrials","Equity"
"ECOM","Channeladvisor Corp","Information Technology","Equity"
"ECPG","Encore Capital Group Inc","Financials","Equity"
"EDIT","Editas Medicine Inc","Health Care","Equity"
"EE","El Paso Electric","Utilities","Equity"
"EEX","Emerald Holding Inc","Communication","Equity"
"EFC","Ellington Financial Inc","Financials","Equity"
"EFSC","Enterprise Financial Services Corp","Financials","Equity"
"EGAN","Egain Corp","Information Technology","Equity"
"EGBN","Eagle Bancorp Inc","Financials","Equity"
"EGHT","8x8 Inc","Information Technology","Equity"
"EGLE","Eagle Bulk Shipping Inc","Industrials","Equity"
"EGOV","NIC Inc","Information Technology","Equity"
"EGP","Eastgroup Properties REIT Inc","Real Estate","Equity"
"EGRX","Eagle Pharmaceuticals Inc","Health Care","Equity"
"EHTH","Ehealth Inc","Financials","Equity"
"EIDX","Eidos Therapeutics Inc","Health Care","Equity"
"EIG","Employers Holdings Inc","Financials","Equity"
"EIGI","Endurance International Group Hold","Information Technology","Equity"
"EIGR","Eiger Biopharmaceuticals Inc","Health Care","Equity"
"ELA","Envela Corp","Consumer Discretionary","Equity"
"ELF","Elf Beauty Inc","Consumer Staples","Equity"
"ELMD","Electromed Inc","Health Care","Equity"
"ELOX","Eloxx Pharmaceuticals Inc","Health Care","Equity"
"ELY","Callaway Golf","Consumer Discretionary","Equity"
"EME","Emcore Group Inc","Industrials","Equity"
"EML","Eastern","Industrials","Equity"
"ENDP","Endo International PLC","Health Care","Equity"
"ENOB","Enochian Biosciences Inc","Health Care","Equity"
"ENS","Enersys","Industrials","Equity"
"ENSG","Ensign Group Inc","Health Care","Equity"
"ENTA","Enanta Pharmaceuticals Inc","Health Care","Equity"
"ENVA","Enova International Inc","Financials","Equity"
"ENV","ENVESTNET INC","Information Technology","Equity"
"ENZ","Enzo Biochem Inc","Health Care","Equity"
"EOLS","Evolus Inc","Health Care","Equity"
"EPAC","Enerpac Tool Group Corp Class A","Industrials","Equity"
"EPAY","Bottomline Technologies Inc","Information Technology","Equity"
"EPC","Edgewell Personal Care","Consumer Staples","Equity"
"EPM","Evolution Petroleum Corp","Energy","Equity"
"EPRT","Essential Properties Realty Trust","Real Estate","Equity"
"EPZM","Epizyme Inc","Health Care","Equity"
"EQBK","Equity Bancshares Inc Class A","Financials","Equity"
"ERI","Eldorado Resorts Inc","Consumer Discretionary","Equity"
"ERII","Energy Recovery Inc","Industrials","Equity"
"EROS","Eros International PLC Class A","Communication","Equity"
"ESCA","Escalade Inc","Consumer Discretionary","Equity"
"ESE","Esco Technologies Inc","Industrials","Equity"
"ESGR","Enstar Group LTD","Financials","Equity"
"ESNT","Essent Group Ltd","Financials","Equity"
"ESPR","Esperion Therapeutics Inc","Health Care","Equity"
"ESQ","Esquire Financial Holdings Inc","Financials","Equity"
"ESSA","Essa Bancorp Inc","Financials","Equity"
"ESTE","Earthstone Energy Inc Class A","Energy","Equity"
"ESXB","Community Bankers Corp Trust","Financials","Equity"
"ETH","Ethan Allen Inc","Consumer Discretionary","Equity"
"ETM","Entercom Communications Corp Class","Communication","Equity"
"ETNB","89Bio Inc","Health Care","Equity"
"ETON","Eton Pharmaceuticals Inc","Health Care","Equity"
"EVBN","Evans Bancorp Inc","Financials","Equity"
"EVC","Entravision Communications Corp Cl","Communication","Equity"
"EVER","Everquote Inc Class A","Communication","Equity"
"EVFM","Evofem Biosciences Inc","Health Care","Equity"
"EVH","Evolent Health Inc Class A","Health Care","Equity"
"EVI","EVI Industries Inc","Industrials","Equity"
"EVLO","Evelo Biosciences Inc","Health Care","Equity"
"EVOP","Evo Payments Inc Class A","Information Technology","Equity"
"EVRI","Everi Holdings Inc","Consumer Discretionary","Equity"
"EVTC","Evertec Inc","Information Technology","Equity"
"EXLS","Exlservice Holdings Inc","Information Technology","Equity"
"EXPI","Exp World Holdings Inc","Real Estate","Equity"
"EXPO","Exponent Inc","Industrials","Equity"
"EXPR","Express Inc","Consumer Discretionary","Equity"
"EXTN","Exterran Corp","Energy","Equity"
"EXTR","Extreme Networks Inc","Information Technology","Equity"
"EYE","National Vision Holdings Inc","Consumer Discretionary","Equity"
"EZPW","EZCorp Non Voting Inc Class A","Financials","Equity"
"FARM","Farmer Brothers","Consumer Staples","Equity"
"FARO","Faro Technologies Inc","Information Technology","Equity"
"FATE","Fate Therapeutics Inc","Health Care","Equity"
"FBC","Flagstar Bancorp Inc","Financials","Equity"
"FBIO","Fortress Biotech Inc","Health Care","Equity"
"FBIZ","First Business Financial Services","Financials","Equity"
"FBK","FB Financial Corp","Financials","Equity"
"FBM","Foundation Building Materials Inc","Industrials","Equity"
"FBMS","First Bancshares Inc","Financials","Equity"
"FBNC","First Bancorp","Financials","Equity"
"FBP","First Bancorp","Financials","Equity"
"FCAP","First Capital Inc","Financials","Equity"
"FCBC","First Community Bankshares Inc","Financials","Equity"
"FCBP","First Choice Bancorp","Financials","Equity"
"FCCO","First Community Corp","Financials","Equity"
"FCCY","1st Constitution Bankcorp","Financials","Equity"
"FCEL","Fuelcell Energy Inc","Industrials","Equity"
"FCF","First Commonwealth Financial Corp","Financials","Equity"
"FC","Franklin Covey","Industrials","Equity"
"FCFS","Firstcash Inc","Financials","Equity"
"FCPT","Four Corners Property Inc Trust","Real Estate","Equity"
"FDBC","Fidelity D and B Bancorp Inc","Financials","Equity"
"FDP","Fresh Del Monte Produce Inc","Consumer Staples","Equity"
"FELE","Franklin Electric Inc","Industrials","Equity"
"FENC","Fennec Pharmaceuticals Inc","Health Care","Equity"
"FFBC","First Financial Bankcorp","Financials","Equity"
"FF","Futurefuel Corp","Materials","Equity"
"FFG","FBL Financial Group Inc Class A","Financials","Equity"
"FFIC","Flushing Financial Corp","Financials","Equity"
"FFIN","First Financial Bankshares Inc","Financials","Equity"
"FFWM","First Foundation Inc","Financials","Equity"
"FGBI","First Guaranty Bancshares Inc","Financials","Equity"
"FGEN","Fibrogen Inc","Health Care","Equity"
"FHI","Federated Hermes Inc Class B","Financials","Equity"
"FIBK","First Interstate Bancsystem Inc CL","Financials","Equity"
"FI","Frank S International NV","Energy","Equity"
"FISI","Financial Institutions Inc","Financials","Equity"
"FIT","Fitbit Inc Class A","Information Technology","Equity"
"FIX","Comfort Systems USA Inc","Industrials","Equity"
"FIXX","Homology Medicines Inc","Health Care","Equity"
"FIZZ","National Beverage Corp","Consumer Staples","Equity"
"FLDM","Fluidigm Corp","Health Care","Equity"
"FLGT","Fulgent Genetics Inc","Health Care","Equity"
"FLIC","First of Long Island Corp","Financials","Equity"
"FLMN","Falcon Minerals Corp Class A","Energy","Equity"
"FLNT","Fluent Inc","Communication","Equity"
"FLOW","SPX Flow Inc","Industrials","Equity"
"FLR","Fluor Corp","Industrials","Equity"
"FLWS","1-800 Flowers.com Inc Class A","Consumer Discretionary","Equity"
"FLXN","Flexion Therapeutics Inc","Health Care","Equity"
"FMAO","Farmers and Merchants Bancorp Inc","Financials","Equity"
"FMBH",'First Mid Bancshares Inc","Financials","Equity"
"FMBI","First Midwest Bancorp Inc","Financials","Equity"
"FMNB","Farmers National Banc Corp","Financials","Equity"
"FNCB","FNCB Bancorp Inc","Financials","Equity"
"FNCL","First Bancorp Inc","Financials","Equity"
"FN","Fabrinet","Information Technology","Equity"
"FNHC","Fednat Holding Company","Financials","Equity"
"FNKO","Funko Inc Class A","Consumer Discretionary","Equity"
"FNWB","First Northwest Ban","Financials","Equity"
"FOCS","Focus Financial Partners Inc Class","Financials","Equity"
"FOE","Ferro Corp","Materials","Equity"
"FOLD","Amicus Therapeutics Inc","Health Care","Equity"
"FONR","Fonar Corp","Health Care","Equity"
"FOR","Forestar Group Inc","Real Estate","Equity"
"FORM","Formfactor Inc","Information Technology","Equity"
"FORR","Forrester Research Inc","Industrials","Equity"
"FOSL","Fossil Group Inc","Consumer Discretionary","Equity"
"FOXF","Fox Factory Holding Corp","Consumer Discretionary","Equity"
"FPI","Farmland Partners Inc","Real Estate","Equity"
"FPRX","Five Prine Therapeutics Inc","Health Care","Equity"
"FRAF","Franklin Financial Services Corp","Financials","Equity"
"FRBA","First Bank","Financials","Equity"
"FRBK","Republic First Bancorp Inc","Financials","Equity"
"FREQ","Frequency Therapeutics Inc","Health Care","Equity"
"FRGI","Fiesta Restaurant Group Inc","Consumer Discretionary","Equity"
"FRME","First Merchants Corp","Financials","Equity"
"FRO","Frontline Ltd","Energy","Equity"
"FRPH","FRP Holdings Inc","Real Estate","Equity"
"FRPT","Freshpet Inc","Consumer Staples","Equity"
"FRTA","Forterra Inc","Materials","Equity"
"FSB","Franklin Financial Network Inc","Financials","Equity"
"FSBW","FS Bancorp Inc","Financials","Equity"
"FSCT","Forescout Technologies Inc","Information Technology","Equity"
"FSFG","first Savings Financial Group Inc","Financials","Equity"
"FSP","Franklin Street Properties Reit Co","Real Estate","Equity"
"FSS","Federal Signal Corp","Industrials","Equity"
"FSTR","LB Foster","Industrials","Equity"
"FTG","Franchise Group Inc","Consumer Discretionary","Equity"
"FULC","Fulcrum Therapeutics Inc","Health Care","Equity"
"FUL","HB Fuller","Materials","Equity"
"FULT","Fulton Financial Corp","Financials","Equity"
"FUNC","First United Corp","Financials","Equity"
"FVCB","FVCBankcorp Inc","Financials","Equity"
"FVE","Five Star Senior Living Inc","Health Care","Equity"
"FWRD","Forward Air Corp","Industrials","Equity"
"GABC","German American Bancorp","Financials","Equity"
"GAIA","Gaia Inc Class A","Communication","Equity"
"GALT","Galectin Therapeutics Inc","Health Care","Equity"
"GAN","GAN Ltd","Information Technology","Equity"
"GATX","GATX Corp","Industrials","Equity"
"GBCI","Glacier Bancorp Inc","Financials","Equity"
"GBL","Gamco Investors Inc Class A","Financials","Equity"
"GBLI","Global Indemnity Ltd Class A","Financials","Equity"
"GBX","Greenbrier Inc","Industrials","Equity"
"GCAP","Gain Capital Holdings Inc","Financials","Equity"
"GCBC","Greene County Bancorp Inc","Financials","Equity"
"GCI","Gannett Co Inc","Communication","Equity"
"GCO","Genesco Inc","Consumer Discretionary","Equity"
"GCP","GCP Applied Technologies Inc","Materials","Equity"
"GDEN","Golden Entertainment Inc","Consumer Discretionary","Equity"
"GDOT","Green Dot Corp Class A","Financials","Equity"
"GDP","Goodrich Pete Corp","Energy","Equity"
"GDYN","Grid Dynamics Holdings Inc Class A","Information Technology","Equity"
"GEFB","Greif Inc Class B","Materials","Equity"
"GEF","Greif Inc Class A","Materials","Equity"
"GENC","Gencor Industries Inc","Industrials","Equity"
"GEO","Geo Group REIT Inc","Real Estate","Equity"
"GERN","Geron Corp","Health Care","Equity"
"GES","Guess Inc","Consumer Discretionary","Equity"
"GFF","Griffon Corp","Industrials","Equity"
"GFN","General Finance Corp","Industrials","Equity"
"GHL","Greenhill Inc","Financials","Equity"
"GHM","Graham Corp","Industrials","Equity"
"GIII","G III Apparel Group Ltd","Consumer Discretionary","Equity"
"GKOS","Glaukos Corp","Health Care","Equity"
"GLDD","Great Lakes Dredge and Dock Corp","Industrials","Equity"
"GLNG","Golar Lng Ltd","Energy","Equity"
"GLRE","Greenlight Capital Ltd Class A","Financials","Equity"
"GLT","Glatfelter","Materials","Equity"
"GLUU","Glu Mobile Inc","Communications","Equity"
"GLYC","Glycomimetics Inc","Health Care","Equity"
"GME","Gamestop Corp Class A","Consumer Discretionary","Equity"
"GMRE","Global Medical Reit Inc","Real Estate","Equity"
"GMS","GMS Inc","Industrials","Equity"
"GNE","Genie Energy Ltd Class B","Utilities","Equity"
"GNK","Genco Shipping and Trading Ltd","Industrials","Equity"
"GNL","Global Net Lease Inc","Real Estate","Equity"
"GNLN","Greenlane Holdings Inc Class A","Consumer Discretionary","Equity"
"GNMK","Genmark Diagnostics Inc","Health Care","Equity"
"GNPX","Genprex Inc","Health Care","Equity"
"GNSS","Genasys Inc","Information Technology","Equity"
"GNTY","Guaranty Bancshares Inc","Financials","Equity"
"GNW","Genworth Financial A Inc","Financials","Equity"
"GOGO","Gogo Inc","Communication","Equity"
"GOLF","Acushnet Holdings Corp","Consumer Discretionary","Equity"
"GOOD","Gladstone Commercial Reit Corp","Real Estate","Equity"
"GORO","Gold REsource Corp","Materials","Equity"
"GOSS","Gossamer Bio Inc","Health Care","Equity"
"GPI","Group[ Automotive Inc","Consumer Discretionary","Equity"
"GPMT","Granite Point Mortgage Trust Inc","Financials","Equity"
"GPOR","Gulfport Energy Corp","Energy","Equity"
"GPRE","Green Plains Inc","Energy","Equity"
"GPRO","Gopro Inc Class A","Consumer Discretionary","Equity"
"GPX","GP Strategies Corp","Industrials","Equity"
"GRBK","Green Brick Parners Inc","Consumer Discretionary","Equity"
"GRC","Gorman-Rupp","Industrials","Equity"
"GRIF","Griffin Industrial Realty Inc","Real Estate","Equity"
"GRPN","Groupon Inc","Consumer Discretionary","Equity"
"GRTS","Gristone Oncology Inc","Health Care","Equity"
"GRTX","Galera Therapeutics Inc","Health Care","Equity"
"GRWG","Growgeneration Corp","Consumer Discretionary","Equity"
"GSBC","Great Southern Bancorp Inc","Financials","Equity"
"GSB","Globalscape Inc","Information Technology","Equity"
"GSHD","Goosehead Insurance Inc Class A","Financials","Equity"
"GSIT","GSI Technology Inc","Information Technology","Equity"
"GSKY","Greensky Inc Class A","Information Technology","Equity"
"GT","Goodyear Tire and Rubber","Consumer Discretionary","Equity"
"GTHX","G1 Therapeutics Inc","Health Care","Equity"
"GTLS","Chart Industries Inc","Industrials","Equity"
"GTN","Gray Television Inc","Communications","Equity"
"GTS","Triple S Management Corp Class B","Health Care","Equity"
"GTT","GTT Communications Inc","Information Technology","Equity"
"GTXI","GTXI Inc - CVR","Health Care","Equity"
"GTY","Getty Realty Reit Corp","Real Estate","Equity"
"GTYH","GTY Technology Holdings Inc","Information Technology","Equity"
"GVA","Granite Construction Inc","Industrials","Equity"
"GWB","Great Western Bancorp Inc","Financials","Equity"
"GWRS","Global Water Resources Inc","Utilities","Equity"
"HAFC","Hanmi Financial Corp","Financials","Equity"
"HA","Hawaiian Holdings Inc","Industrials","Equity"
"HALO","Halozyme Therapeutics Inc","Health Care","Equity"
"HARP","Harpoon Therapeutics Inc","Health Care","Equity"
"HASI","Hannon Armstrong Sustainable Infra","Financials","Equity"
"HAYN","Haynes International Inc","Materials","Equity"
"hBB","Hamilton Beach Brands Holding Comp","Consumer Discretionary","Equity"
"HBCP","Home Bancorp Inc","Financials","Equity"
"HBIO","Harvard Bioscience Inc","Health Care","Equity"
"HBMD","Howard Bancorp Inc","Financials","Equity"
"HBNC","Horizon BNCP Ind","Financials","Equity"
"HBT","HBT Financial Inc","Financials","Equity"
"HCAT","Health Catalyst Inc","Health Care","Equity"
"HCCI","Heritage Crystal Inc","Industrials","Equity"
"HCC","Warrior Met Coal Inc","Materials","Equity"
"HCHC","HC Holdings Inc","Industrials","Equity"
"HCI","HCI Group Inc","Financials","Equity"
"HCKT","Hackett Group Inc","Information Technology","Equity"
"HCSG","Healthcare Services Inc","Industrials","Equity"
"HEAR","Turtle Beach Corp","Consumer Discretionary","Equity"
"HEES","H and E Equipment Services Inc","Industrials","Equity"
"HELE","Helen of Troy Ltd","Equity"
"HFFG","HF Foods Group Inc","Consumer Staples","Equity"
"HFWA","Heritage Financial Corp","Financials","Equity"
"HGV","Hilton Grand Vacations Inc","Consumer Discretionary","Equity"
"HIBB","Hibbett Sports Inc","Consumer Discretionary","Equity"
"HIFS","Hingham Institution for Savings","Financials","Equity"
"HI","Hillenbrand Inc","Industrials","Equity"
"HL","Hecla Mining","Materials","Equity"
"HLI","Houlihan Lokey Inc Class A","Financials","Equity"
"HLIO","Helios Technologies Inc","Industrials","Equity"
"HLIT","Harmonic Inc","Information Technology","Equity"
"HLNE","Hamilton Lane Inc Class A","Financials","Equity"
"HLX","Helix Energy Solutions Group Inc","Energy","Equity"
"HMHC","Houghton Mifflin Harcourt","Consumer Discretionary","Equity"
"HMST","Homestreet Inc","Financials","Equity"
"HMSY","HMS Holdings Corp","Health Care","Equity"
"HMTV","Hemisphere Media Group Inc Class A","Communication","Equity"
"HNGR","Hanger Inc","Health Care","Equity"
"HOFT","Hooker Funiture Corp","Consumer Discretionary","Equity"
"HOMB","Home Bancshares Inc","Financials","Equity"
"HOME","At Home Group Inc","Consumer Discretionary","Equity"
"HONE","Harborone Bancorp Inc","Financials","Equity"
"HOOK","Hookipa Pharma Inc","Health Care","Equity"
"HOPE","Hope Bancorp Inc","Financials","Equity"
"HQY","Healthequity","Health Care","Equity"
"HR","Healthcare Realty Trust REIT Inc","Real Estate","Equity"
"HRI","Herc Holdings Inc","Industrials","Equity"
"HROW","Harrow Health Inc","Health Care","Equity"
"HRTG","Heritage Insurance Holdings Inc","Financials","Equity"
"HRTX","Heron Therapeutics Inc","Health Care","Equity"
"HSC","Harsco Corp","Industrials","Equity"
"HSII","Heidrick and Struggles International","Industrials","Equity"
"HSKA","Heska Corp","Health Care","Equity"
"HSTM","Healthstream Inc","Health Care","Equity"
"HTBI","Hometrust Bancshares Inc","Financials","Equity"
"HTBK","Heritage Commerce Corp","Financials","Equity"
"HT","Hersha Hospitality Reit Trust Class","Real Estate","Equity"
"HTLD","Heartland Express Inc","Industrials","Equity"
"HTLF","Heartland Financial USA Inc","Financials","Equity"
"HTZ","Hertz Global Holdings Inc","Industrials","Equity"
"HUBG","Hub Group Inc Class A","Industrials","Equity"
"HUD","Hudson Ltd Class A","Consumer Discretionary","Equity"
"HURC","Hurco Companies Inc","Industrials","Equity"
"HURN","Huron Consulting Group Inc","Industrials","Equity"
"HVT","Haverty Furniture Companies Inc","Consumer Discretionary","Equity"
"HWBK","Hawthorn Bancshares Inc","Financials","Equity"
"HWC","Hancock Whitney Corp","Financials","Equity"
"HWKN","Hawkins Inc","Materials","Equity"
"HY","Hyster Yale Materials Handling Inc","Industrials","Equity"
"HZO","Marinemax Inc","Consumer Discretionary","Equity"
"IBCP","Independent Bank Corp","Financials","Equity"
"IBIO","Ibio Inc","Health Care","Equity"
"IBOC","International Bancshares Corp","Financials","Equity"
"IBP","Installed Building Products Inc","Consumer Discretionary","Equity"
"IBTX","Independent Bank Group Inc","Financials","Equity"
"ICAD","ICAD Inc","Health Care","Equity"
"ICBK","County Bancorp Inc","Financials","Equity"
"ICFI","ICF International Inc","Industrials","Equity"
"ICHR","ICHOR Holdings Ltd","Information Technology","Equity"
"ICPT","Intercept Pharmaceuticals Inc","Health Care","Equity"
"IDCC","Interdigitial Inc","Information Technology","Equity"
"IDN","Intellicheck Inc","Information Technology","Equity"
"IDT","IDT Corp Class B","Communication","Equity"
"IDYA","Ideaya Biosciences Inc","Health Care","Equity"
"IESC","IES Inc","Financials","Equity"
"IGMS","IGM Biosciences Inc","Health Care","Equity"
"IGT","International Game Technology PLC","Consumer Discretionary","Equity"
"IHC","Independence Holding","Financials","Equity"
"IHRT","Iheartmedia Inc Class A","Communication","Equity"
"III","Information Services Group Inc","Information Technology","Equity"
"IIIN","Insteel Industries Inc","Industrials","Equity"
"IIIV","I3 Verticals Inc Class A","Information Technology","Equity"
"IIN","Intricon Corp","Health Care","Equity"
"IIPR","Innovative Industrial Properties I","Real Estate","Equity"
"IIVI","II VI INC","Information Technology","Equity"
"ILPT","Industrial Logistics Properties Tr","Real Estate","Equity"
"IMAX","IMAX Corp","Communication","Equity"
"IMGN","Immunogen Inc","Health Care","Equity"
"IMKTA","Ingles Markets Inc Class A","Consumer Staples","Equity"
"IMMR","Immersion Corp","Information Technology","Equity"
"IMRA","Imara Inc","Health Care","Equity"
"IMVT","Immunovant Inc","Health Care","Equity"
"IMXI","International Money Express","Information Technology","Equity"
"INBK","First Internet Bancorp","Financials","Equity"
"INDB","Independent Bank Corp","Financials","Equity"
"INFN","Infinera Corp","Information Technology","Equity"
"INFU","Unfusystem Holdings Inc","Health Care","Equity"
"INGN","Inogen Inc","Health Care","Equity"
"INN","Summit Hotel Properties Reit Inc","Real Estate","Equity"
"INO","Inovio Pharmaceuticals Inc","Health Care","Equity"
"INOV","Inovalon Holdings Inc Class A","Health Care","Equity"
"INSG","Inseego","Information Technology","Equity"
"INS","Intelligent Systems Corp","Information Technology","Equity"
"INSM","Insmed Inc","Health Care","Equity"
"INSP","Inspire Medical Systems Inc","Health Care","Equity"
"INSW","International Seaways Inc","Energy","Equity"
"INTL","Intl FCStone Inc","Financials","Equity"
"INT","World Fuel Services Corp","Energy","Equity"
"INVA","Innoviva Inc","Health Care","Equity"
"IOSP","Innospec Inc","Materials","Equity"
"IPAR","Inter Parfums Inc","Consumer Staples","Equity"
"IPI","Intrepid Potash Inc","Materials","Equity"
"IRBT","IRobot Corp","Consumer Discretionary","Equity"
"IRDM","Iridium Communications","Communication","Equity"
"IRET","Investors Real Estate Trust Reit","Real Estate","Equity"
"IRMD","Iradimed Corp","Financials","Equity"
"IRTC","Irhythm Technologies Inc","Health Care","Equity"
"IRT","Independence Realty Inc Trust","Real Estate","Equity"
"IRWD","Ironwood Pharma Inc Class A","Health Care","Equity"
"ISBC","Investors Bancorp Inc","Financials","Equity"
"ISEE","Iveric Bio Inc","Health Care","Equity"
"ISTR","Investar Holding Corp","Financials","Equity"
"ITCI","Intra Cellular Therapies Inc","Health Care","Equity"
"ITGR","Integer Holdings Corp","Health Care","Equity"
"ITIC","Investors Title","Financials","Equity"
"ITI","Iteris Inc","Information Technology","Equity"
"ITRI","Itron Inc","Information Technology","Equity"
"IUX","Immunic Inc","Health Care","Equity"
"IVAC","Intevac Inc","Information Technology","Equity"
"IVC","Invacare Corp","Health Care","Equity"
"IVR","Invesco Mortgage Capital Reit Inc","Financials","Equity"
"JACK","Jack in the Box Inc","Consumer Discretionary","Equity"
"JBSS","John B Sanfilippo and Son Inc","Consumer Staples","Equity"
"JBT","John Bean Technologies Corp","Industrials","Equity"
"JCAP","Jernigan Capital Inc","Real Estate","Equity"
"JCOM","J2 Global Inc","Information Technology","Equity"
"JELD","Jeld Wen Holding","Industrials","Equity"
"JJSF","J and J Snack Foods Corp","Consumer Staples","Equity"
"JNCE","Jounce Therapeutics Inc","Health Care","Equity"
"JOE","St Joe","Real Estate","Equity"
"JOUT","Johnson Outdoors Inc Class A","Consumer Discretionary","Equity"
"JRVR","James River Group Holdings LTD","Financials","Equity"
"JYNT","Joint Corp","Health Care","Equity"
"KAI","Kadant Inc","Industrials","Equity"
"KALA","Kala Pharmaceuticals Inc","Health Care","Equity"
"KALU","Kaiser Aluminium Corp","Materials","Equity"
"KALV","Kalvista Pharmaceuticals Inc","Health Care","Equity"
"KAMN","Kaman Corp","Industrials","Equity"
"KAR","Kar Auction Services Inc","Industrials","Equity"
"KBAL","Kimball International Inc Class B","Industrials","Equity"
"KBH","KB Home","Consumer Discretionary","Equity"
"KBR","KBR Inc","Information Technology","Equity"
"KDMN","Kadmon Inc","Health Care","Equity"
"KE","Kimball Electronics Inc","Information Technology","Equity"
"KELYA","Kelly Services Inc Class A","Industrials","Equity"
"KERN","Akerna Corp","Industrials","Equity"
"KFRC","KForce Inc","Industrials","Equity"
"KFY","Korn Ferry","Industrials","Equity"
"KIDS","Orthopediatrics Corp","Health Care","Equity"
